machine_type,machine_id,filename,true_label,normalized_euclidean_e1,normalized_manhattan_e1,normalized_cosine_e1,normalized_euclidean_p9,normalized_manhattan_p9,normalized_cosine_p9,diff_normalized_euclidean,diff_normalized_manhattan,diff_normalized_cosine
pump,id_00,00000234.wav,normal,14.54792308807373,203.84671020507807,0.0566053800284862,5.8455352783203125,73.78273010253906,-0.0330603010952472,-8.702387809753418,-130.063980102539,-0.08966568112373341
pump,id_00,00000057.wav,normal,16.979904174804688,246.16897583007807,0.127700462937355,11.924540519714355,164.91668701171875,0.038079135119915,-5.055363655090332,-81.25228881835932,-0.08962132781744
pump,id_00,00000794.wav,normal,8.739654541015625,128.04896545410156,-0.1120673641562461,10.697290420532228,141.28176879882812,0.0028555919416248,1.9576358795166033,13.232803344726562,0.1149229560978709
pump,id_00,00000786.wav,normal,9.265069007873535,130.7658233642578,0.1231801435351371,23.49790573120117,314.3260498046875,0.0271418243646621,14.232836723327633,183.5602264404297,-0.09603831917047499
pump,id_00,00000863.wav,normal,6.14111328125,85.00736999511719,0.1437513679265976,8.066438674926758,106.58226013183594,-0.0308964680880308,1.9253253936767578,21.57489013671875,-0.1746478360146284
pump,id_00,00000332.wav,normal,12.243630409240724,178.34979248046875,0.1007410809397697,15.006877899169922,202.77615356445312,-0.0530507676303386,2.7632474899291974,24.426361083984375,-0.1537918485701083
pump,id_00,00000701.wav,normal,10.998786926269531,146.30618286132812,-0.0915165618062019,19.393075942993164,263.1039733886719,0.0563942305743694,8.394289016723633,116.79779052734375,0.1479107923805713
pump,id_00,00000224.wav,normal,3.1769943237304688,45.645751953125,0.0588169805705547,5.601702690124512,73.56999206542969,0.0424013324081897,2.424708366394043,27.924240112304688,-0.016415648162365
pump,id_00,00000570.wav,normal,14.711342811584473,184.39300537109372,-0.0137468418106436,21.284912109375,282.97869873046875,-0.0335709266364574,6.573569297790527,98.58569335937503,-0.0198240848258138
pump,id_00,00000704.wav,normal,15.615117073059082,225.0037841796875,-0.0930767953395843,13.812541961669922,191.9506683349609,0.0577488951385021,-1.8025751113891602,-33.05311584472659,0.1508256904780864
pump,id_00,00000655.wav,normal,4.056495666503906,54.49763107299805,0.0821771547198295,13.461798667907717,178.55596923828125,0.0066873896867036,9.40530300140381,124.0583381652832,-0.0754897650331259
pump,id_00,00000276.wav,normal,31.558029174804688,448.3714294433594,-0.0339220315217971,31.62415313720703,433.6762390136719,-0.0313265547156333,0.06612396240234375,-14.6951904296875,0.0025954768061637948
pump,id_00,00000388.wav,normal,9.94329833984375,131.65496826171875,0.0717907398939132,16.655574798583984,211.09915161132807,-0.0030222968198359,6.712276458740234,79.44418334960932,-0.0748130367137491
pump,id_00,00000473.wav,normal,13.415562629699709,194.15733337402344,-0.0888248309493064,10.456981658935549,133.9183349609375,0.0520255453884601,-2.95858097076416,-60.23899841308594,0.1408503763377665
pump,id_00,00000167.wav,normal,7.024667263031006,100.93316650390624,0.1327277868986129,7.715826034545898,102.5561981201172,0.060485903173685,0.6911587715148926,1.623031616210966,-0.0722418837249279
pump,id_00,00001000.wav,normal,10.576318740844728,145.64633178710938,0.1180678755044937,4.787391185760498,61.48027801513672,0.0698329359292984,-5.78892755508423,-84.16605377197266,-0.0482349395751953
pump,id_00,00000746.wav,normal,28.24034118652344,400.86468505859375,-0.130398690700531,32.54386520385742,451.24072265625,0.0143168773502111,4.303524017333981,50.37603759765625,0.1447155680507421
pump,id_00,00000546.wav,normal,9.71257209777832,138.80372619628906,-0.0760625824332237,12.26329517364502,161.6619110107422,0.0502690635621547,2.550723075866699,22.858184814453125,0.12633164599537838
pump,id_00,00000175.wav,normal,20.88814353942871,306.79248046875,0.1260460615158081,16.047266006469727,217.6285858154297,-0.0016055323649197,-4.840877532958984,-89.16389465332031,-0.1276515938807278
pump,id_00,00000993.wav,normal,6.696935176849365,95.19499206542967,0.0719456523656845,9.635467529296877,127.29859924316406,0.0899292081594467,2.9385323524475115,32.10360717773439,0.017983555793762207
pump,id_00,00000623.wav,normal,12.690924644470217,186.43060302734372,-0.1178182363510131,8.644108772277832,114.57982635498048,-0.0266710836440324,-4.046815872192385,-71.85077667236324,0.0911471527069807
pump,id_00,00000073.wav,normal,16.517778396606445,240.18527221679688,0.1309244483709335,11.892661094665527,160.8662109375,0.0242437813431024,-4.625117301940918,-79.31906127929688,-0.1066806670278311
pump,id_00,00000663.wav,normal,17.45462989807129,250.3149871826172,-0.088087223470211,11.261978149414062,144.4123077392578,0.011905868537724,-6.192651748657227,-105.90267944335938,0.099993092007935
pump,id_00,00000699.wav,normal,15.268299102783203,218.4986572265625,-0.0807605385780334,12.094423294067385,152.79588317871094,0.0723686665296554,-3.1738758087158185,-65.70277404785156,0.1531292051076888
pump,id_00,00000976.wav,normal,8.146726608276367,109.76488494873048,0.0960963144898414,14.942426681518556,204.5293426513672,0.044259026646614,6.795700073242189,94.7644577026367,-0.05183728784322741
pump,id_00,00000273.wav,normal,19.381702423095703,272.07989501953125,0.1040076240897178,20.03835678100586,271.10418701171875,-0.0819510146975517,0.6566543579101562,-0.9757080078125,-0.18595863878726948
pump,id_00,00000686.wav,normal,6.724744319915772,93.08786010742188,0.0438259951770305,9.44965362548828,126.9403839111328,-0.0160330962389707,2.724909305572507,33.85252380371092,-0.0598590914160012
pump,id_00,00000214.wav,normal,6.187251091003418,84.6019287109375,0.1143133118748664,8.594038009643555,111.988037109375,-0.0228538066148757,2.4067869186401367,27.3861083984375,-0.1371671184897421
pump,id_00,00000363.wav,normal,7.202692031860352,90.57946014404295,0.0482640750706195,13.30935287475586,176.02125549316406,-0.0535160601139068,6.106660842895508,85.44179534912111,-0.1017801351845263
pump,id_00,00000379.wav,normal,5.265546798706055,71.83438873291016,0.1391234397888183,11.335233688354492,148.6006317138672,-0.0098312748596072,6.0696868896484375,76.76624298095703,-0.1489547146484255
pump,id_00,00000166.wav,normal,9.539037704467772,134.27877807617188,0.0829802528023719,19.49049568176269,256.5183410644531,-0.0129244374111294,9.95145797729492,122.23956298828125,-0.0959046902135013
pump,id_00,00000373.wav,normal,18.342893600463867,257.3045654296875,0.0591348819434642,11.844252586364746,157.55001831054688,0.0134685859084129,-6.498641014099121,-99.75454711914062,-0.045666296035051304
pump,id_00,00000854.wav,normal,10.56364631652832,146.35247802734375,-0.0044967918656766,21.956666946411133,294.4254150390625,-0.0234573781490325,11.393020629882812,148.07293701171875,-0.0189605862833559
pump,id_00,00000650.wav,normal,8.93028450012207,117.67855072021484,-0.0743055641651153,26.00592041015625,341.04541015625,0.0592053197324276,17.07563591003418,223.36685943603516,0.1335108838975429
pump,id_00,00000464.wav,normal,15.31833267211914,214.55987548828125,-0.1198621466755867,14.180654525756836,199.8257751464844,-0.0433819405734539,-1.1376781463623047,-14.734100341796847,0.0764802061021328
pump,id_00,00000960.wav,normal,21.322769165039062,270.602783203125,-0.0325660072267055,18.69779586791992,246.364501953125,-0.0218332074582576,-2.624973297119144,-24.23828125,0.010732799768447904
pump,id_00,00000953.wav,normal,4.936115741729736,69.88619995117188,-0.0739879757165908,9.375216484069824,131.27816772460938,0.0622455850243568,4.439100742340088,61.3919677734375,0.1362335607409476
pump,id_00,00000103.wav,normal,13.104609489440918,183.8616943359375,0.1270886808633804,16.983665466308594,241.9888153076172,0.0375768393278121,3.879055976867676,58.12712097167969,-0.0895118415355683
pump,id_00,00000887.wav,normal,6.57273006439209,89.2041015625,-0.0659527033567428,7.743228435516357,100.26499938964844,0.0879626646637916,1.1704983711242676,11.060897827148438,0.1539153680205344
pump,id_00,00000984.wav,normal,20.444440841674805,283.2992553710937,-0.1123072579503059,9.32222843170166,125.1203384399414,0.0443614199757576,-11.122212409973145,-158.1789169311523,0.15666867792606348
pump,id_00,00000875.wav,normal,11.608697891235352,163.46499633789062,0.1058672592043876,12.823458671569824,177.5389862060547,0.0523685477674007,1.2147607803344727,14.073989868164062,-0.053498711436986895
pump,id_00,00000081.wav,normal,14.014293670654297,199.8316650390625,0.1321905851364135,11.355010986328123,156.74862670898438,0.0382278673350811,-2.6592826843261737,-43.083038330078125,-0.09396271780133239
pump,id_00,00000296.wav,normal,22.18017196655273,302.4567565917969,-0.1174696013331413,19.502161026000977,273.640625,-0.0453376546502113,-2.6780109405517543,-28.816131591796875,0.07213194668292999
pump,id_00,00000791.wav,normal,11.098928451538086,161.2663116455078,-0.0999379605054855,11.339058876037598,156.4850311279297,0.0125574618577957,0.24013042449951172,-4.781280517578125,0.11249542236328121
pump,id_00,00000233.wav,normal,24.75263023376465,348.3589782714844,0.0586254447698593,16.207530975341797,216.45123291015625,0.0174025706946849,-8.545099258422852,-131.90774536132812,-0.0412228740751744
pump,id_00,00000677.wav,normal,11.59153652191162,170.31312561035156,-0.1173476949334144,5.5566725730896,71.65128326416016,0.0395688414573669,-6.03486394882202,-98.6618423461914,0.1569165363907813
pump,id_00,00000046.wav,normal,51.9864616394043,724.0216064453125,0.0594845190644264,26.400121688842773,364.7632141113281,-0.0785874649882316,-25.586339950561523,-359.2583923339844,-0.138071984052658
pump,id_00,00000071.wav,normal,15.285811424255373,218.20700073242188,0.130002275109291,14.425423622131348,204.70556640625,0.0412363559007644,-0.8603878021240252,-13.501434326171875,-0.08876591920852658
pump,id_00,00000721.wav,normal,9.768111228942873,118.5282211303711,0.0079374052584171,16.961729049682617,233.3129119873047,0.0608706250786781,7.193617820739744,114.7846908569336,0.052933219820261
pump,id_00,00000196.wav,normal,13.538026809692385,191.06494140625,0.124846912920475,23.628398895263672,309.51251220703125,-0.005620582960546,10.090372085571287,118.44757080078125,-0.130467495881021
pump,id_00,00000591.wav,normal,12.691773414611816,182.6556396484375,-0.1224920824170112,14.519169807434082,200.83319091796875,0.0624778531491756,1.8273963928222656,18.17755126953125,0.1849699355661868
pump,id_00,00000370.wav,normal,12.15928554534912,173.96307373046875,-0.1121929064393043,7.941493988037109,106.08455657958984,0.049088217318058,-4.21779155731201,-67.8785171508789,0.1612811237573623
pump,id_00,00000882.wav,normal,19.502328872680664,257.5692138671875,-0.077942244708538,22.73553276062012,309.9614562988281,-0.0665193796157836,3.2332038879394567,52.392242431640625,0.011422865092754406
pump,id_00,00000906.wav,normal,6.399262428283691,82.50668334960938,-0.0553137697279453,8.372010231018066,109.76374816894533,0.042576752603054,1.972747802734375,27.25706481933595,0.09789052233099929
pump,id_00,00000633.wav,normal,12.569684982299805,174.5500946044922,-0.036769650876522,12.562807083129885,162.48045349121094,0.0818543210625648,-0.006877899169920099,-12.06964111328125,0.1186239719390868
pump,id_00,00000643.wav,normal,5.801915168762207,79.90450286865234,0.1300363838672638,12.015541076660156,159.45452880859375,0.0171040035784244,6.213625907897949,79.5500259399414,-0.1129323802888394
pump,id_00,00000849.wav,normal,13.49649143218994,169.73727416992188,-0.0236285012215375,26.05333709716797,346.27557373046875,-0.054889652878046,12.55684566497803,176.53829956054688,-0.0312611516565085
pump,id_00,00000300.wav,normal,9.837935447692873,135.0813446044922,0.0622722245752811,17.857576370239258,239.16653442382807,-0.0066007385030388,8.019640922546385,104.08518981933588,-0.0688729630783199
pump,id_00,00000565.wav,normal,12.789258003234863,177.40869140625,-0.0882617682218551,14.883090019226074,205.79400634765625,0.0746967643499374,2.093832015991211,28.38531494140625,0.1629585325717925
pump,id_00,00000080.wav,normal,10.537582397460938,146.1724853515625,0.1056010797619819,13.63117504119873,192.64816284179688,0.0539064556360244,3.093592643737793,46.475677490234375,-0.051694624125957496
pump,id_00,00000387.wav,normal,2.9810659885406494,38.33346557617188,-0.0353115126490592,9.148019790649414,122.00454711914062,-0.0023938626982271,6.166953802108765,83.67108154296875,0.0329176499508321
pump,id_00,00000127.wav,normal,15.638591766357422,224.729736328125,0.1330351531505584,10.533100128173828,142.0098114013672,0.0349178425967693,-5.105491638183594,-82.71992492675781,-0.09811731055378908
pump,id_00,00000549.wav,normal,13.259655952453612,193.9328765869141,-0.1203839629888534,10.815252304077148,141.7962646484375,0.0725393816828727,-2.444403648376463,-52.13661193847659,0.19292334467172612
pump,id_00,00000470.wav,normal,14.54582405090332,210.38140869140625,-0.0891545340418815,13.25376319885254,168.5270538330078,0.0645873546600341,-1.2920608520507795,-41.85435485839844,0.1537418887019156
pump,id_00,00000747.wav,normal,7.091456890106201,96.81379699707033,-0.0199572760611772,5.051921844482422,65.37471771240234,0.1170769929885864,-2.0395350456237793,-31.439079284667983,0.1370342690497636
pump,id_00,00000044.wav,normal,17.37314224243164,252.68069458007807,0.1320786327123642,16.049156188964844,224.43858337402344,0.0364869050681591,-1.3239860534667969,-28.24211120605463,-0.0955917276442051
pump,id_00,00000826.wav,normal,7.574288368225098,106.98284912109376,-0.0759165734052658,29.120235443115234,385.8450927734375,-0.0118414536118507,21.545947074890137,278.86224365234375,0.0640751197934151
pump,id_00,00000270.wav,normal,16.027578353881836,231.4176025390625,0.0934429243206977,10.66316032409668,141.71932983398438,-0.0443477258086204,-5.364418029785156,-89.69827270507812,-0.1377906501293181
pump,id_00,00000618.wav,normal,6.573627471923828,93.60704040527344,-0.1045415550470352,9.489392280578612,126.220703125,0.0456861034035682,2.9157648086547834,32.61366271972656,0.1502276584506034
pump,id_00,00000352.wav,normal,3.592445135116577,49.451602935791016,-0.0539480783045291,8.803009033203125,116.5934600830078,-0.0382102839648723,5.210563898086548,67.14185714721678,0.015737794339656802
pump,id_00,00000867.wav,normal,6.863735198974609,96.46615600585938,0.1424678564071655,10.109532356262209,138.45556640625,-0.0034077363088726,3.2457971572875994,41.989410400390625,-0.1458755927160381
pump,id_00,00000367.wav,normal,15.378995895385742,217.05221557617188,-0.0623367801308631,11.088756561279297,136.8465576171875,-0.0269941873848438,-4.290239334106445,-80.20565795898438,0.0353425927460193
pump,id_00,00000099.wav,normal,20.60734367370605,300.8150634765625,0.1171844154596328,19.673917770385746,274.13409423828125,0.0095248706638813,-0.9334259033203054,-26.68096923828125,-0.1076595447957515
pump,id_00,00000389.wav,normal,5.43228816986084,77.07158660888672,0.1206613332033157,10.718854904174805,141.9454803466797,-0.0320338942110538,5.286566734313965,64.87389373779297,-0.1526952274143695
pump,id_00,00000094.wav,normal,22.966472625732425,337.584716796875,0.1225357428193092,15.474432945251465,212.722900390625,-0.0308375209569931,-7.492039680480961,-124.86181640625,-0.1533732637763023
pump,id_00,00000996.wav,normal,8.761697769165039,118.59249877929688,-0.087455503642559,6.270728588104248,81.33966064453125,0.079654075205326,-2.490969181060791,-37.252838134765625,0.167109578847885
pump,id_00,00000344.wav,normal,14.58033847808838,184.692626953125,-0.0267359856516122,11.68112564086914,152.92462158203125,0.0127416886389255,-2.89921283721924,-31.76800537109375,0.039477674290537695
pump,id_00,00000781.wav,normal,10.978727340698242,157.7081298828125,-0.0849827751517295,8.698564529418945,115.5521011352539,-0.0319188199937343,-2.280162811279297,-42.156028747558594,0.0530639551579952
pump,id_00,00000220.wav,normal,12.291983604431152,175.61642456054688,0.1189113855361938,8.898710250854492,119.2248764038086,0.0172877628356218,-3.39327335357666,-56.39154815673828,-0.10162362270057201
pump,id_00,00000159.wav,normal,20.8011474609375,303.92059326171875,0.1128387525677681,17.57278060913086,240.3520355224609,-0.0011808603303506,-3.2283668518066406,-63.56855773925784,-0.1140196128981187
pump,id_00,00000970.wav,normal,7.862039089202881,103.28165435791016,-0.0012675173347815,12.166363716125488,166.13848876953125,0.062196847051382,4.304324626922607,62.856834411621094,0.0634643643861635
pump,id_00,00000348.wav,normal,5.6352128982543945,73.02547454833984,0.0436061508953571,11.585551261901855,159.53530883789062,-0.0360182337462902,5.950338363647461,86.50983428955078,-0.0796243846416473
pump,id_00,00000989.wav,normal,8.457565307617188,115.6775360107422,0.0664742961525917,5.908398628234863,78.21914672851562,0.0632100626826286,-2.549166679382324,-37.45838928222658,-0.0032642334699631015
pump,id_00,00000714.wav,normal,12.871317863464355,185.6351318359375,-0.0837101265788078,13.683873176574709,183.7556915283203,0.0583667382597923,0.8125553131103533,-1.8794403076171875,0.1420768648386001
pump,id_00,00000163.wav,normal,17.91748809814453,261.3439636230469,0.1328794062137603,14.36903953552246,193.6546630859375,0.0029062337707728,-3.548448562622072,-67.68930053710938,-0.1299731724429875
pump,id_00,00000825.wav,normal,9.863617897033691,137.303955078125,0.1160444170236587,11.811389923095703,161.1422882080078,0.0019304233137518,1.9477720260620117,23.838333129882812,-0.1141139937099069
pump,id_00,00000777.wav,normal,8.44314193725586,117.08775329589844,-0.0222016610205173,10.517614364624023,144.52932739257812,0.0244571790099143,2.074472427368164,27.441574096679688,0.0466588400304316
pump,id_00,00000006.wav,normal,18.303407669067383,262.9435729980469,0.1073877736926078,16.53683090209961,215.6820831298828,0.0085821542888879,-1.7665767669677734,-47.26148986816406,-0.0988056194037199
pump,id_00,00000890.wav,normal,7.595791816711426,97.35767364501952,-0.023187855258584,6.919774055480957,90.65080261230467,-0.0020227630157023,-0.6760177612304688,-6.706871032714844,0.0211650922428817
pump,id_00,00000828.wav,normal,19.63699722290039,276.15216064453125,0.0462244376540184,12.860838890075684,171.34304809570312,-0.0259885340929031,-6.776158332824707,-104.80911254882812,-0.0722129717469215
pump,id_00,00000284.wav,normal,8.664199829101562,109.2222137451172,-0.0719453617930412,10.288330078125,134.85391235351562,0.0045336661860346,1.6241302490234375,25.631698608398423,0.0764790279790758
pump,id_00,00000603.wav,normal,25.445772171020508,369.0303039550781,-0.1235884875059127,9.503077507019045,120.25665283203124,-0.0321468524634838,-15.942694664001463,-248.77365112304688,0.0914416350424289
pump,id_00,00000459.wav,normal,12.393808364868164,180.766845703125,-0.1255053579807281,14.106739044189451,181.81497192382807,-0.0252484083175659,1.7129306793212873,1.0481262207030682,0.10025694966316219
pump,id_00,00000225.wav,normal,9.282061576843262,130.2995147705078,0.0802018493413925,7.544867038726807,102.07457733154295,-0.0291937366127967,-1.737194538116455,-28.224937438964858,-0.1093955859541892
pump,id_00,00000429.wav,normal,13.395566940307615,161.11878967285156,0.0282702185213565,20.60912704467773,277.25177001953125,-0.0722485035657882,7.213560104370115,116.13298034667969,-0.1005187220871447
pump,id_00,00000992.wav,normal,5.681332111358643,79.22911071777344,-0.073298841714859,10.806918144226074,145.93121337890625,0.0421774685382843,5.125586032867432,66.70210266113281,0.1154763102531433
pump,id_00,00000718.wav,normal,10.96817684173584,159.29806518554688,-0.0948206782341003,12.689409255981444,168.54164123535156,0.0315920487046241,1.7212324142456037,9.243576049804688,0.1264127269387244
pump,id_00,00000665.wav,normal,18.150745391845703,261.43182373046875,-0.0905204936861991,16.562824249267578,220.3258819580078,0.0824107229709625,-1.587921142578125,-41.10594177246094,0.1729312166571616
pump,id_00,00000733.wav,normal,47.76895904541016,660.9767456054688,-0.1251441389322281,47.60668563842773,610.9198608398438,0.0440031737089157,-0.16227340698243609,-50.056884765625,0.1691473126411438
pump,id_00,00000203.wav,normal,9.527790069580078,129.9810791015625,0.0650907754898071,18.628767013549805,250.84364318847656,0.0025065012741833,9.100976943969727,120.86256408691406,-0.0625842742156238
pump,id_00,00000574.wav,normal,14.688108444213867,213.69720458984372,-0.1251855194568634,8.870902061462402,121.86082458496094,-0.0385824516415596,-5.817206382751465,-91.83638000488278,0.0866030678153038
pump,id_00,00000027.wav,normal,26.201358795166016,378.4351196289063,0.0927494838833808,21.93955993652344,297.08172607421875,0.0048851226456463,-4.261798858642575,-81.35339355468756,-0.0878643612377345
pump,id_00,00000616.wav,normal,22.1203727722168,314.7047424316406,-0.0821190401911735,15.645793914794922,210.722900390625,-0.0064724180847406,-6.4745788574218786,-103.98184204101562,0.0756466221064329
pump,id_00,00000517.wav,normal,13.169002532958984,182.87843322753903,-0.0330854877829551,18.42999839782715,241.8822021484375,0.0693514943122863,5.260995864868164,59.003768920898466,0.1024369820952414
pump,id_00,00000238.wav,normal,13.118179321289062,175.2308807373047,-0.0135977016761899,11.619478225708008,163.1699981689453,-0.055830243974924,-1.4987010955810547,-12.060882568359375,-0.0422325422987341
pump,id_00,00000223.wav,normal,8.333189964294434,110.35616302490234,0.056935291737318,11.263163566589355,150.89288330078125,-0.0093184048309922,2.929973602294922,40.536720275878906,-0.06625369656831019
pump,id_00,00000095.wav,normal,18.15759658813477,262.0678405761719,0.1215613782405853,15.819623947143556,221.10836791992188,0.035402700304985,-2.3379726409912127,-40.95947265625,-0.08615867793560031
pump,id_00,00000030.wav,normal,12.336661338806152,173.79884338378906,0.1280958652496338,14.168298721313477,200.27099609375,0.0363390184938907,1.8316373825073242,26.472152709960938,-0.09175684675574308
pump,id_00,00000032.wav,normal,38.78209686279297,561.9932861328125,0.0944201946258544,24.195444107055664,321.0641784667969,-0.0354893468320369,-14.586652755737305,-240.92910766601562,-0.1299095414578913
pump,id_00,00000432.wav,normal,12.30981159210205,174.72891235351562,-0.087260365486145,11.245655059814451,153.4796142578125,0.0653806999325752,-1.0641565322875994,-21.249298095703125,0.1526410654187202
pump,id_00,00000604.wav,normal,10.379589080810549,147.6981201171875,-0.0694280341267585,8.679128646850586,115.14210510253906,0.0684064030647277,-1.7004604339599627,-32.55601501464844,0.1378344371914862
pump,id_00,00000089.wav,normal,15.209378242492676,220.95187377929688,0.1263229846954345,10.746517181396484,144.58624267578125,0.0043356660753488,-4.462861061096191,-76.36563110351562,-0.12198731862008569
pump,id_00,00000558.wav,normal,13.081859588623049,187.77325439453125,-0.0789817348122596,10.759516716003418,149.3924560546875,0.0799861848354339,-2.3223428726196307,-38.38079833984375,0.15896791964769352
pump,id_00,00000913.wav,normal,5.474044322967529,75.23336791992188,0.0420930795371532,8.474321365356445,113.13156127929688,-0.0207244399935007,3.000277042388916,37.898193359375,-0.0628175195306539
pump,id_00,00000758.wav,normal,10.218132972717283,148.49539184570312,-0.0958672761917114,11.152851104736328,146.910888671875,0.0057868543080985,0.9347181320190447,-1.584503173828125,0.1016541304998099
pump,id_00,00000692.wav,normal,13.161157608032228,189.07589721679688,0.1361376494169235,7.517762184143066,102.16007232666016,0.0642842128872871,-5.643395423889162,-86.91582489013672,-0.0718534365296364
pump,id_00,00000104.wav,normal,14.933501243591309,215.35455322265625,0.1333415061235427,12.353822708129885,171.85440063476562,0.0399458371102809,-2.579678535461424,-43.500152587890625,-0.0933956690132618
pump,id_00,00000754.wav,normal,13.001712799072266,187.6190185546875,-0.0929319858551025,10.49907684326172,139.03810119628906,-0.0294316858053207,-2.502635955810545,-48.58091735839844,0.0635003000497818
pump,id_00,00000142.wav,normal,15.635217666625977,218.67166137695312,0.120191216468811,11.792543411254885,158.684814453125,0.0309657007455825,-3.842674255371092,-59.986846923828125,-0.0892255157232285
