machine_type,machine_id,filename,true_label,global_normalized_euclidean,specific_normalized_euclidean
fan,id_02,00000417.wav,normal,18.875364303588867,10.288816452026367
fan,id_02,00000565.wav,normal,17.542274475097656,5.825544357299805
fan,id_02,00000014.wav,normal,12.31335163116455,39.69393539428711
fan,id_02,00000564.wav,normal,16.87860870361328,23.763023376464844
fan,id_02,00000318.wav,normal,16.93501853942871,7.155013084411621
fan,id_02,00000162.wav,normal,16.863611221313477,15.147798538208008
fan,id_02,00000726.wav,normal,17.7880802154541,6.902582168579102
fan,id_02,00000245.wav,normal,10.686186790466309,32.98655319213867
fan,id_02,00000818.wav,normal,18.739654541015625,10.539481163024902
fan,id_02,00000623.wav,normal,18.444196701049805,6.672728061676025
fan,id_02,00000645.wav,normal,16.77911949157715,8.564311981201172
fan,id_02,00000029.wav,normal,18.167821884155273,6.759281635284424
fan,id_02,00000124.wav,normal,18.44767189025879,9.260454177856445
fan,id_02,00000496.wav,normal,17.345827102661133,8.794743537902832
fan,id_02,00000715.wav,normal,19.721158981323242,13.717848777770996
fan,id_02,00000972.wav,normal,18.714481353759766,8.754938125610352
fan,id_02,00000294.wav,normal,18.10711669921875,7.305324554443359
fan,id_02,00000134.wav,normal,17.376943588256836,7.2384843826293945
fan,id_02,00000562.wav,normal,19.124780654907227,9.416450500488281
fan,id_02,00000273.wav,normal,19.875499725341797,15.814090728759766
fan,id_02,00000208.wav,normal,18.526737213134766,12.220539093017578
fan,id_02,00000052.wav,normal,17.731285095214844,10.906425476074219
fan,id_02,00000914.wav,normal,14.480305671691895,24.0548152923584
fan,id_02,00000941.wav,normal,15.377456665039062,16.214757919311523
fan,id_02,00001011.wav,normal,17.215621948242188,7.077990531921387
fan,id_02,00000510.wav,normal,16.907089233398438,7.720155715942383
fan,id_02,00001015.wav,normal,18.270366668701172,8.544516563415527
fan,id_02,00000637.wav,normal,16.873449325561523,12.868213653564453
fan,id_02,00000370.wav,normal,17.982707977294922,13.316143989562988
fan,id_02,00000530.wav,normal,16.817607879638672,8.930853843688965
fan,id_02,00000192.wav,normal,18.758394241333008,16.176515579223633
fan,id_02,00000055.wav,normal,15.144842147827148,31.92527198791504
fan,id_02,00000423.wav,normal,18.585111618041992,10.875864028930664
fan,id_02,00000473.wav,normal,18.915014266967773,12.362645149230957
fan,id_02,00000555.wav,normal,19.080326080322266,12.387666702270508
fan,id_02,00000890.wav,normal,14.769370079040527,23.808860778808594
fan,id_02,00000673.wav,normal,17.436141967773438,6.261002063751221
fan,id_02,00000001.wav,normal,13.769022941589355,28.502578735351562
fan,id_02,00000988.wav,normal,15.212481498718262,26.9805965423584
fan,id_02,00000526.wav,normal,17.43834686279297,12.632414817810059
fan,id_02,00000885.wav,normal,17.91332244873047,14.456805229187012
fan,id_02,00000413.wav,normal,17.26143455505371,19.940996170043945
fan,id_02,00000791.wav,normal,14.801939964294434,31.6693172454834
fan,id_02,00000118.wav,normal,14.853985786437988,22.625659942626953
fan,id_02,00000331.wav,normal,17.338645935058594,7.732794761657715
fan,id_02,00000258.wav,normal,17.75937271118164,4.845532417297363
fan,id_02,00000322.wav,normal,15.716901779174805,23.162403106689453
fan,id_02,00000090.wav,normal,18.050809860229492,9.427066802978516
fan,id_02,00000465.wav,normal,19.465003967285156,14.646639823913574
fan,id_02,00000037.wav,normal,19.13797950744629,9.567830085754395
fan,id_02,00000563.wav,normal,15.143396377563477,15.941267013549805
fan,id_02,00000778.wav,normal,18.31696128845215,6.300941467285156
fan,id_02,00000934.wav,normal,17.076204299926758,10.633906364440918
fan,id_02,00000410.wav,normal,17.665849685668945,8.883318901062012
fan,id_02,00000678.wav,normal,17.346330642700195,10.551447868347168
fan,id_02,00000985.wav,normal,17.14779281616211,6.22207498550415
fan,id_02,00000507.wav,normal,16.41440200805664,13.792628288269043
fan,id_02,00000710.wav,normal,13.494084358215332,25.029726028442383
fan,id_02,00000421.wav,normal,17.400497436523438,10.31900691986084
fan,id_02,00000337.wav,normal,18.178590774536133,6.359863758087158
fan,id_02,00000164.wav,normal,18.107479095458984,8.590104103088379
fan,id_02,00000878.wav,normal,18.406879425048828,6.827585220336914
fan,id_02,00000107.wav,normal,15.702486038208008,18.60968017578125
fan,id_02,00000686.wav,normal,18.29882049560547,13.167213439941406
fan,id_02,00000328.wav,normal,17.194738388061523,9.513078689575195
fan,id_02,00000341.wav,normal,16.802152633666992,9.23608684539795
fan,id_02,00000418.wav,normal,17.9918155670166,11.669553756713867
fan,id_02,00000356.wav,normal,16.376253128051758,13.027704238891602
fan,id_02,00000944.wav,normal,17.489139556884766,11.653897285461426
fan,id_02,00000961.wav,normal,17.307090759277344,10.908707618713379
fan,id_02,00000503.wav,normal,18.27066993713379,10.262953758239746
fan,id_02,00000833.wav,normal,17.942352294921875,20.841136932373047
fan,id_02,00000650.wav,normal,10.81496810913086,36.29762268066406
fan,id_02,00000446.wav,normal,10.081199645996094,44.03508377075195
fan,id_02,00000599.wav,normal,17.461353302001953,6.618778228759766
fan,id_02,00000185.wav,normal,18.675491333007812,8.767821311950684
fan,id_02,00000284.wav,normal,18.57390785217285,7.560342788696289
fan,id_02,00000938.wav,normal,19.512691497802734,15.150028228759766
fan,id_02,00000452.wav,normal,17.732940673828125,16.190568923950195
fan,id_02,00000667.wav,normal,16.95648765563965,10.244256973266602
fan,id_02,00000531.wav,normal,18.15868377685547,13.065430641174316
fan,id_02,00000481.wav,normal,15.386540412902832,11.901649475097656
fan,id_02,00000179.wav,normal,17.48794937133789,9.837725639343262
fan,id_02,00000774.wav,normal,17.68154525756836,9.637495040893555
fan,id_02,00000781.wav,normal,17.593250274658203,7.828480243682861
fan,id_02,00000041.wav,normal,18.08258819580078,34.45913314819336
fan,id_02,00000590.wav,normal,16.7764949798584,11.648398399353027
fan,id_02,00000275.wav,normal,18.104642868041992,8.952215194702148
fan,id_02,00000841.wav,normal,17.599937438964844,6.075088024139404
fan,id_02,00000688.wav,normal,17.27206039428711,10.33625602722168
fan,id_02,00000783.wav,normal,15.86253547668457,17.016399383544922
fan,id_02,00000021.wav,normal,17.546979904174805,10.144286155700684
fan,id_02,00000601.wav,normal,19.46365737915039,15.098040580749512
fan,id_02,00000589.wav,normal,18.197128295898438,7.028133869171143
fan,id_02,00000881.wav,normal,11.277557373046875,30.7474422454834
fan,id_02,00000856.wav,normal,17.562517166137695,6.824140548706055
fan,id_02,00000690.wav,normal,18.08954620361328,11.632065773010254
fan,id_02,00000234.wav,normal,12.642929077148438,26.330333709716797
fan,id_02,00000093.wav,normal,17.520435333251953,7.310591697692871
fan,id_02,00000026.wav,normal,14.600565910339355,13.14064884185791
fan,id_02,00000256.wav,normal,18.102365493774414,7.752685546875
fan,id_02,00000618.wav,normal,17.823957443237305,20.194517135620117
fan,id_02,00000330.wav,normal,17.226287841796875,9.81977367401123
fan,id_02,00000752.wav,normal,17.43726348876953,6.604068279266357
fan,id_02,00000442.wav,normal,18.339702606201172,7.186532497406006
fan,id_02,00000910.wav,normal,17.340452194213867,9.51555347442627
fan,id_02,00000040.wav,normal,17.882232666015625,10.53429126739502
fan,id_02,00000612.wav,normal,18.452762603759766,13.173312187194824
fan,id_02,00000082.wav,normal,18.75455665588379,18.011104583740234
fan,id_02,00000448.wav,normal,17.42090606689453,9.050036430358887
fan,id_02,00000505.wav,normal,18.146411895751953,17.862661361694336
fan,id_02,00000552.wav,normal,15.767223358154297,30.140117645263672
fan,id_02,00000512.wav,normal,16.24790382385254,7.646848201751709
fan,id_02,00000278.wav,normal,19.832151412963867,13.77611255645752
fan,id_02,00000965.wav,normal,19.451534271240234,14.265337944030762
fan,id_02,00000412.wav,normal,17.948772430419922,6.916500568389893
fan,id_02,00000716.wav,normal,18.389745712280273,12.215785026550293
fan,id_02,00000311.wav,normal,17.574825286865234,8.920905113220215
fan,id_02,00000705.wav,normal,17.413785934448242,10.995980262756348
fan,id_02,00000479.wav,normal,15.269038200378418,21.503002166748047
fan,id_02,00000127.wav,normal,17.69170570373535,5.996383190155029
fan,id_02,00000449.wav,normal,16.528656005859375,12.246903419494629
fan,id_02,00000295.wav,normal,13.219352722167969,26.703760147094727
fan,id_02,00000943.wav,normal,16.842273712158203,5.718371868133545
fan,id_02,00000582.wav,normal,17.148000717163086,18.658063888549805
fan,id_02,00000844.wav,normal,15.383281707763672,20.145980834960938
fan,id_02,00000766.wav,normal,17.41350555419922,8.758469581604004
fan,id_02,00000609.wav,normal,17.50577735900879,15.507891654968262
fan,id_02,00000314.wav,normal,17.912555694580078,7.671923637390137
fan,id_02,00000811.wav,normal,15.64615249633789,9.900721549987793
fan,id_02,00000169.wav,normal,17.54889678955078,16.800392150878906
fan,id_02,00000061.wav,normal,15.095016479492188,22.597911834716797
fan,id_02,00000073.wav,normal,17.331382751464844,16.820497512817383
fan,id_02,00000145.wav,normal,19.11416244506836,15.417214393615723
fan,id_02,00000846.wav,normal,18.148929595947266,17.06825828552246
fan,id_02,00000272.wav,normal,17.96540641784668,9.6455078125
fan,id_02,00000930.wav,normal,18.273334503173828,7.642797470092773
fan,id_02,00000152.wav,normal,17.869260787963867,6.912494659423828
fan,id_02,00000663.wav,normal,17.70269012451172,3.9843780994415283
fan,id_02,00000230.wav,normal,17.2128963470459,11.644532203674316
fan,id_02,00000557.wav,normal,17.748003005981445,7.6802849769592285
fan,id_02,00000117.wav,normal,17.724674224853516,12.791378021240234
fan,id_02,00000435.wav,normal,17.202974319458008,27.631351470947266
fan,id_02,00000202.wav,normal,18.172775268554688,10.113582611083984
fan,id_02,00000956.wav,normal,17.5667781829834,4.505141258239746
fan,id_02,00000823.wav,normal,18.615524291992188,7.9549689292907715
fan,id_02,00000677.wav,normal,17.182167053222656,10.506361961364746
fan,id_02,00000603.wav,normal,17.581937789916992,10.53670883178711
fan,id_02,00000640.wav,normal,13.84673023223877,27.58780288696289
fan,id_02,00000810.wav,normal,17.069305419921875,12.708070755004883
fan,id_02,00000806.wav,normal,18.66395378112793,10.051176071166992
fan,id_02,00000270.wav,normal,15.895587921142578,17.679731369018555
fan,id_02,00000946.wav,normal,19.477144241333008,16.153949737548828
fan,id_04,00000903.wav,normal,13.5958251953125,49.222042083740234
fan,id_04,00000043.wav,normal,13.842716217041016,11.97946548461914
fan,id_04,00000457.wav,normal,15.121807098388672,13.58360767364502
fan,id_04,00000359.wav,normal,14.891630172729492,17.081693649291992
fan,id_04,00000454.wav,normal,14.201943397521973,10.23265552520752
fan,id_04,00000706.wav,normal,12.911709785461426,20.048686981201172
fan,id_04,00000170.wav,normal,15.741202354431152,14.867964744567871
fan,id_04,00000436.wav,normal,14.324527740478516,10.258495330810547
fan,id_04,00000734.wav,normal,13.316418647766113,7.8528642654418945
fan,id_04,00000617.wav,normal,15.129289627075195,18.811885833740234
fan,id_04,00000456.wav,normal,14.173815727233887,8.748068809509277
fan,id_04,00000313.wav,normal,13.238678932189941,10.907268524169922
fan,id_04,00000302.wav,normal,15.45789909362793,13.227823257446289
fan,id_04,00000676.wav,normal,11.065443992614746,15.616316795349121
fan,id_04,00000335.wav,normal,14.727435111999512,10.434694290161133
fan,id_04,00000081.wav,normal,15.35563850402832,18.27967071533203
fan,id_04,00000105.wav,normal,13.94732666015625,6.511729717254639
fan,id_04,00000328.wav,normal,13.446904182434082,17.5515079498291
fan,id_04,00000952.wav,normal,14.469935417175293,9.622678756713867
fan,id_04,00000558.wav,normal,12.084033012390137,12.30056095123291
fan,id_04,00000184.wav,normal,12.22775650024414,12.200030326843262
fan,id_04,00000842.wav,normal,12.03633975982666,26.74220085144043
fan,id_04,00000616.wav,normal,12.779206275939941,13.525297164916992
fan,id_04,00000440.wav,normal,17.042774200439453,18.591114044189453
fan,id_04,00000080.wav,normal,14.062381744384766,10.205952644348145
fan,id_04,00000434.wav,normal,14.299866676330566,12.955159187316895
fan,id_04,00000744.wav,normal,14.080636024475098,21.65894317626953
fan,id_04,00000084.wav,normal,11.147324562072754,18.558481216430664
fan,id_04,00000820.wav,normal,12.37608528137207,14.712869644165039
fan,id_04,00000273.wav,normal,14.372873306274414,11.15749740600586
fan,id_04,00000531.wav,normal,13.83290958404541,7.657018661499023
fan,id_04,00000816.wav,normal,11.139262199401855,20.72006607055664
fan,id_04,00000922.wav,normal,13.568269729614258,6.581263065338135
fan,id_04,00000509.wav,normal,12.930578231811523,23.477115631103516
fan,id_04,00000708.wav,normal,11.09893798828125,16.955848693847656
fan,id_04,00000508.wav,normal,14.290973663330078,7.341608047485352
fan,id_04,00001015.wav,normal,13.903414726257324,6.266445159912109
fan,id_04,00000347.wav,normal,14.962302207946777,9.580587387084961
fan,id_04,00000395.wav,normal,14.074212074279785,11.64128303527832
fan,id_04,00000916.wav,normal,13.570457458496094,10.21493148803711
fan,id_04,00000450.wav,normal,14.37568473815918,16.676210403442383
fan,id_04,00000761.wav,normal,13.560515403747559,13.975492477416992
fan,id_04,00000409.wav,normal,14.966180801391602,17.329002380371094
fan,id_04,00000910.wav,normal,14.42496109008789,11.059242248535156
fan,id_04,00000447.wav,normal,16.07695198059082,16.081832885742188
fan,id_04,00000376.wav,normal,14.398914337158203,15.487422943115234
fan,id_04,00000818.wav,normal,12.168292045593262,18.871728897094727
fan,id_04,00000127.wav,normal,13.383892059326172,8.317753791809082
fan,id_04,00000279.wav,normal,13.431124687194824,11.122352600097656
fan,id_04,00000339.wav,normal,14.1192045211792,9.909653663635254
fan,id_04,00000671.wav,normal,15.807330131530762,16.197683334350586
fan,id_04,00000886.wav,normal,11.850384712219238,20.805871963500977
fan,id_04,00000048.wav,normal,16.29812240600586,15.994132041931152
fan,id_04,00000799.wav,normal,13.18329906463623,6.969878196716309
fan,id_04,00000882.wav,normal,11.500715255737305,13.20880126953125
fan,id_04,00000989.wav,normal,14.031944274902344,11.927189826965332
fan,id_04,00000292.wav,normal,14.869236946105957,9.112805366516113
fan,id_04,00000195.wav,normal,15.378008842468262,13.040661811828613
fan,id_04,00000662.wav,normal,13.506178855895996,8.789790153503418
fan,id_04,00000771.wav,normal,13.928638458251953,8.520439147949219
fan,id_04,00000953.wav,normal,15.070782661437988,13.028851509094238
fan,id_04,00000992.wav,normal,13.763725280761719,10.566034317016602
fan,id_04,00000484.wav,normal,13.28852653503418,15.247173309326172
fan,id_04,00000556.wav,normal,14.751850128173828,20.807680130004883
fan,id_04,00000834.wav,normal,10.439007759094238,20.121051788330078
fan,id_04,00000407.wav,normal,15.337014198303223,11.366806983947754
fan,id_04,00000527.wav,normal,13.288268089294434,12.196695327758789
fan,id_04,00000317.wav,normal,16.93187713623047,18.529115676879883
fan,id_04,00000323.wav,normal,15.346609115600586,15.409107208251953
fan,id_04,00000042.wav,normal,13.741612434387207,10.411628723144531
fan,id_04,00000907.wav,normal,13.822589874267578,17.91944122314453
fan,id_04,00000204.wav,normal,15.402416229248047,12.304911613464355
fan,id_04,00000810.wav,normal,10.899887084960938,14.459228515625
fan,id_04,00000996.wav,normal,13.110740661621094,7.683778762817383
fan,id_04,00000206.wav,normal,14.493785858154297,11.098572731018066
fan,id_04,00000300.wav,normal,12.791691780090332,12.35274887084961
fan,id_04,00000037.wav,normal,14.585302352905273,16.3486270904541
fan,id_04,00000468.wav,normal,14.819783210754395,9.377481460571289
fan,id_04,00000794.wav,normal,13.397125244140625,13.751749038696289
fan,id_04,00000733.wav,normal,14.684516906738281,10.355262756347656
fan,id_04,00000064.wav,normal,12.280393600463867,27.09443473815918
fan,id_04,00000138.wav,normal,12.537066459655762,24.034025192260742
fan,id_04,00000830.wav,normal,12.1035795211792,8.483765602111816
fan,id_04,00000186.wav,normal,10.892191886901855,22.875761032104492
fan,id_04,00000646.wav,normal,12.3624849319458,12.956953048706055
fan,id_04,00000490.wav,normal,13.033114433288574,16.205852508544922
fan,id_04,00000712.wav,normal,15.6006441116333,20.613407135009766
fan,id_04,00000475.wav,normal,14.723418235778809,15.89498519897461
fan,id_04,00000701.wav,normal,11.306251525878906,20.986093521118164
fan,id_04,00000797.wav,normal,12.727662086486816,14.157485961914062
fan,id_04,00000850.wav,normal,13.929299354553223,12.684672355651855
fan,id_04,00000179.wav,normal,11.07140064239502,27.259925842285156
fan,id_04,00000658.wav,normal,12.095671653747559,16.04716682434082
fan,id_04,00000833.wav,normal,12.823121070861816,10.593009948730469
fan,id_04,00000346.wav,normal,14.660259246826172,9.998331069946289
fan,id_04,00000559.wav,normal,13.640864372253418,13.277275085449219
fan,id_04,00000360.wav,normal,15.220735549926758,17.04398536682129
fan,id_04,00000045.wav,normal,9.693284034729004,48.92243957519531
fan,id_04,00000136.wav,normal,12.374470710754395,9.968094825744629
fan,id_04,00000340.wav,normal,13.513370513916016,11.5171480178833
fan,id_04,00000774.wav,normal,15.030716896057129,14.494236946105957
fan,id_04,00000752.wav,normal,13.393293380737305,22.139202117919922
fan,id_04,00000595.wav,normal,10.806951522827148,14.458014488220215
fan,id_04,00000790.wav,normal,12.715889930725098,11.31247329711914
fan,id_04,00000106.wav,normal,14.424857139587402,10.422581672668457
fan,id_04,00000643.wav,normal,13.282758712768555,9.50156307220459
fan,id_04,00000672.wav,normal,14.383561134338379,9.243093490600586
fan,id_04,00000750.wav,normal,15.133970260620117,12.4909086227417
fan,id_04,00001018.wav,normal,15.92997932434082,14.292380332946777
fan,id_04,00000353.wav,normal,12.280034065246582,15.597223281860352
fan,id_04,00001008.wav,normal,10.259756088256836,22.65561866760254
fan,id_04,00000807.wav,normal,15.162259101867676,13.73869800567627
fan,id_04,00000365.wav,normal,14.229735374450684,10.515056610107422
fan,id_04,00000016.wav,normal,14.62414836883545,17.06899070739746
fan,id_04,00000765.wav,normal,14.578089714050293,11.344388961791992
