machine_type,machine_id,filename,true_label,normalized_euclidean,normalized_manhattan,normalized_cosine,health_score
fan,id_00,00000234.wav,normal,6.411594867706299,85.78266906738281,-0.022303974255919456,99.11281472462947
fan,id_00,00000057.wav,normal,51.552162170410156,711.5795288085938,0.15213818848133087,0.5605915928623658
fan,id_00,00000794.wav,normal,10.268248558044434,130.64471435546875,-0.029247816652059555,97.45125292567775
fan,id_00,00000786.wav,normal,27.918203353881836,361.7236022949219,-0.011127656325697899,51.319224446106816
fan,id_00,00000863.wav,normal,6.197847366333008,78.93879699707031,0.006774117238819599,99.1670728389353
fan,id_00,00000332.wav,normal,8.635339736938477,108.0950927734375,-0.019121577963232994,98.33808937194995
fan,id_00,00000701.wav,normal,10.980387687683105,146.5213623046875,-0.03348356857895851,96.95539725538038
fan,id_00,00000224.wav,normal,11.103434562683105,142.99008178710938,-0.01051520649343729,96.86210478760474
fan,id_00,00000570.wav,normal,28.959243774414062,383.99176025390625,0.0251020435243845,46.80824666030519
fan,id_00,00000704.wav,normal,8.688096046447754,114.60488891601562,0.031055206432938576,98.31423044075758
fan,id_00,00000655.wav,normal,13.16006088256836,167.94894409179688,-0.06459402292966843,94.92202523633591
fan,id_00,00000276.wav,normal,11.368109703063965,149.50669860839844,0.04998713359236717,96.65340929398799
fan,id_00,00000388.wav,normal,8.351347923278809,109.90664672851562,-0.04970240592956543,98.4616180474524
fan,id_00,00000473.wav,normal,15.668845176696777,203.3797149658203,0.0198441781103611,91.38146017432396
fan,id_00,00000167.wav,normal,26.190959930419922,354.490966796875,-0.028859570622444153,58.73883572510026
fan,id_00,00001005.wav,normal,7.806857585906982,103.02629089355469,0.027658334001898766,98.67652460985803
fan,id_00,00000746.wav,normal,27.79323959350586,379.4478759765625,-0.016474682837724686,51.86071427155517
fan,id_00,00000546.wav,normal,16.996089935302734,231.61285400390625,-0.07603319734334946,88.88336915273443
fan,id_00,00000175.wav,normal,16.941911697387695,226.24566650390625,-0.08125367760658264,88.99455011691681
fan,id_00,00000917.wav,normal,6.713757038116455,87.02273559570312,-0.06083231791853905,99.03083803564463
fan,id_00,00000623.wav,normal,13.385359764099121,178.82968139648438,0.05415784940123558,94.66113340255124
fan,id_00,00000073.wav,normal,8.547253608703613,115.39546966552734,-0.05810031294822693,98.37728215487755
fan,id_00,00000663.wav,normal,5.818126201629639,77.38604736328125,-0.052724555134773254,99.25630667242386
fan,id_00,00000699.wav,normal,7.096877098083496,91.07420349121094,-0.012943477369844913,98.91743661105853
fan,id_00,00000981.wav,normal,15.251190185546875,199.97373962402344,-0.06540250778198242,92.07340173366411
fan,id_00,00000273.wav,normal,14.800651550292969,188.1933135986328,0.026277681812644005,92.7717636660591
fan,id_00,00000686.wav,normal,9.400491714477539,121.76223754882812,-0.01528045441955328,97.96227544333507
fan,id_00,00000214.wav,normal,26.43473243713379,354.5472106933594,-0.04713708907365799,57.7042410263183
fan,id_00,00000363.wav,normal,7.410502910614014,98.1693115234375,-0.04542210325598717,98.81617476959148
fan,id_00,00000379.wav,normal,6.170182704925537,80.59400939941406,-0.01788248121738434,99.1738778664072
fan,id_00,00000166.wav,normal,23.95025634765625,316.03887939453125,0.0507357083261013,67.88211495633807
fan,id_00,00000373.wav,normal,6.473108291625977,88.25321960449219,-0.034982431679964066,99.09663677611374
fan,id_00,00000854.wav,normal,11.07530403137207,148.8289794921875,-0.022457590326666832,96.88363879213784
fan,id_00,00000650.wav,normal,8.543139457702637,116.36944580078125,-0.04631727188825607,98.37909317449666
fan,id_00,00000464.wav,normal,13.519308090209961,175.37925720214844,-0.04612972214818001,94.50105789643091
fan,id_00,00000965.wav,normal,16.910785675048828,223.99542236328125,-0.07451184839010239,89.05806289459106
fan,id_00,00000958.wav,normal,67.36326599121094,913.318359375,0.06594856828451157,0.001046400289482057
fan,id_00,00000103.wav,normal,11.79715347290039,153.75506591796875,-0.06596467643976212,96.29093023593332
fan,id_00,00000887.wav,normal,8.986366271972656,114.40328979492188,-0.002846954157575965,98.17375859782646
fan,id_00,00000989.wav,normal,13.899048805236816,182.95828247070312,-0.029482349753379822,94.02658256335728
fan,id_00,00000875.wav,normal,24.919509887695312,328.60986328125,-0.08841356635093689,64.02186736382419
fan,id_00,00000081.wav,normal,7.381043434143066,97.64512634277344,0.024126285687088966,98.82602415501088
fan,id_00,00000296.wav,normal,13.297808647155762,177.95266723632812,0.09965798258781433,94.76375051740568
fan,id_00,00000791.wav,normal,11.660408973693848,157.04930114746094,0.052850186824798584,96.40979030762026
fan,id_00,00000233.wav,normal,7.431415557861328,98.86895751953125,0.01130195613950491,98.80913946377548
fan,id_00,00000677.wav,normal,15.12840747833252,204.06488037109375,-0.11466535925865173,92.26859840022134
fan,id_00,00000046.wav,normal,13.758000373840332,179.849365234375,0.07345269620418549,94.20643127638171
fan,id_00,00000071.wav,normal,11.426518440246582,154.14859008789062,-0.03371652215719223,96.60584747021258
fan,id_00,00000721.wav,normal,6.239748477935791,76.16265869140625,-0.08650822192430496,99.1566721566099
fan,id_00,00000196.wav,normal,11.100847244262695,149.3111114501953,-0.02793089486658573,96.86409051143838
fan,id_00,00000591.wav,normal,59.05012512207031,819.2918701171875,0.10714882612228394,0.04024807047970607
fan,id_00,00000370.wav,normal,6.337794780731201,81.02919006347656,-0.004083388950675726,99.13188856805863
fan,id_00,00000882.wav,normal,7.5179948806762695,99.06029510498047,0.03541385009884834,98.77962572051243
fan,id_00,00000906.wav,normal,8.522668838500977,113.17826843261719,0.10081446915864944,98.38807847350854
fan,id_00,00000633.wav,normal,36.94563674926758,509.77716064453125,0.12917041778564453,17.150315041640976
fan,id_00,00000643.wav,normal,10.515604019165039,141.12213134765625,-0.11272676289081573,97.28729453611487
fan,id_00,00000849.wav,normal,14.148397445678711,183.94223022460938,0.01998944953083992,93.69797364658925
fan,id_00,00000300.wav,normal,19.896514892578125,265.34759521484375,-0.04340020939707756,81.72836865637068
fan,id_00,00000565.wav,normal,13.314653396606445,176.14340209960938,-0.0034132348373532295,94.74412969923989
fan,id_00,00000080.wav,normal,18.510499954223633,247.93238830566406,-0.08274142444133759,85.44534948866908
fan,id_00,00000387.wav,normal,7.149783134460449,93.20697021484375,-0.036742497235536575,98.90090245129362
fan,id_00,00000944.wav,normal,9.302390098571777,124.91352844238281,-0.012872131541371346,98.01416415035405
fan,id_00,00000127.wav,normal,6.800708770751953,91.7636947631836,-0.05178520455956459,99.00605378477174
fan,id_00,00000549.wav,normal,31.20729637145996,408.62921142578125,0.0009374840883538127,37.27938706166912
fan,id_00,00000470.wav,normal,7.989027500152588,108.17228698730469,0.002497949404641986,98.60770503190672
fan,id_00,00000747.wav,normal,13.988665580749512,182.5927276611328,-0.02789876237511635,93.91006005065536
fan,id_00,00000044.wav,normal,11.853506088256836,154.3889617919922,-0.04734646528959274,96.2410209834716
fan,id_00,00000826.wav,normal,12.736696243286133,173.44168090820312,-0.06450401991605759,95.38473957582168
fan,id_00,00000270.wav,normal,7.411567211151123,99.04043579101562,0.03315061330795288,98.81581759693228
fan,id_00,00000618.wav,normal,8.70566463470459,118.2000732421875,-0.010161186568439007,98.30622033764465
fan,id_00,00000352.wav,normal,5.145073413848877,68.13227844238281,-0.06716439872980118,99.39394519511944
fan,id_00,00000867.wav,normal,7.719115734100342,104.39057922363281,-0.09587370604276657,98.70860932319334
fan,id_00,00000367.wav,normal,6.787570953369141,88.02822875976562,-0.022554118186235428,99.00983364543723
fan,id_00,00000099.wav,normal,12.347477912902832,159.6238250732422,0.04783319681882858,95.77966550509551
fan,id_00,00000389.wav,normal,9.59036636352539,126.29634094238281,0.09738215059041977,97.85857696747262
fan,id_00,00000094.wav,normal,16.986177444458008,222.16879272460938,0.14572511613368988,88.90377078883618
fan,id_00,00001001.wav,normal,15.688274383544922,205.77044677734375,0.031690459698438644,91.34820469306233
fan,id_00,00000344.wav,normal,10.07512378692627,135.69033813476562,0.03540566563606262,97.57342151955032
fan,id_00,00000781.wav,normal,9.761022567749023,132.8852081298828,-0.027916116639971733,97.7616012041921
fan,id_00,00000220.wav,normal,8.098856925964355,104.67616271972656,-0.058488499373197556,98.56474053236302
fan,id_00,00000159.wav,normal,25.483919143676758,334.70770263671875,-0.030635720118880272,61.703009151740886
fan,id_00,00000975.wav,normal,8.182461738586426,109.2530517578125,-0.044399432837963104,98.53127409611042
fan,id_00,00000348.wav,normal,14.050479888916016,179.76304626464844,0.05734090879559517,93.82865681989523
fan,id_00,00000994.wav,normal,6.770863056182861,86.72671508789062,-0.030399277806282043,99.01462251353267
fan,id_00,00000714.wav,normal,18.57720184326172,246.62013244628906,-0.08501088619232178,85.27903549336753
fan,id_00,00000163.wav,normal,8.373892784118652,111.67512512207031,-0.09439349919557571,98.45210830678732
fan,id_00,00000825.wav,normal,13.95383071899414,179.9353790283203,0.02118668332695961,93.95556280915866
fan,id_00,00000777.wav,normal,5.129767417907715,68.59992218017578,-0.08966875821352005,99.39679350578865
fan,id_00,00000006.wav,normal,18.169292449951172,237.02490234375,-0.08479542285203934,86.2763015723955
fan,id_00,00000890.wav,normal,9.878339767456055,130.81417846679688,-0.05787351727485657,97.69280826031806
fan,id_00,00000828.wav,normal,6.849555015563965,91.18890380859375,-0.10650134831666946,98.99188960372855
fan,id_00,00000284.wav,normal,9.898350715637207,127.8969497680664,0.061210211366415024,97.68089820313838
fan,id_00,00000603.wav,normal,16.6082706451416,219.75140380859375,0.011018510907888412,89.66166836988853
fan,id_00,00000459.wav,normal,11.21762466430664,146.7426300048828,-0.025807658210396767,96.77342483699408
fan,id_00,00000225.wav,normal,7.363150119781494,97.79167175292969,-0.07507700473070145,98.8319717647171
fan,id_00,00000429.wav,normal,12.291810989379883,156.10231018066406,0.04370705410838127,95.83384468594424
fan,id_00,00000997.wav,normal,31.39820671081543,415.63616943359375,0.003961598500609398,36.4966223240398
fan,id_00,00000718.wav,normal,5.378827095031738,70.71621704101562,0.02124275267124176,99.34894046442571
fan,id_00,00000665.wav,normal,7.986756801605225,107.26497650146484,-0.06575492024421692,98.60858148461081
fan,id_00,00000733.wav,normal,7.576143264770508,101.3548812866211,-0.04750186204910278,98.75944969625226
fan,id_00,00000203.wav,normal,19.541501998901367,258.99884033203125,-0.05784657225012779,82.7326520709211
fan,id_00,00000574.wav,normal,11.765188217163086,158.55169677734375,-0.045697007328271866,96.31899900087488
fan,id_00,00000027.wav,normal,6.878213405609131,87.50658416748047,-0.020510287955403328,98.9834976699118
fan,id_00,00000616.wav,normal,15.076342582702637,201.12820434570312,-0.08085549622774124,92.3502586853566
fan,id_00,00000517.wav,normal,14.912697792053223,190.82765197753906,-0.03564143925905228,92.6026543243301
fan,id_00,00000238.wav,normal,6.167738437652588,81.50444030761719,-0.013797910884022713,99.17447675940772
fan,id_00,00000223.wav,normal,40.12852478027344,538.5715942382812,-0.0008306560921482742,9.779232709058187
fan,id_00,00000095.wav,normal,14.093446731567383,184.08131408691406,-0.017951471731066704,93.7715751027546
fan,id_00,00000030.wav,normal,6.278161525726318,83.71577453613281,-0.07523569464683533,99.14703730258175
fan,id_00,00000032.wav,normal,7.388599395751953,94.97248840332031,-0.009419727139174938,98.82350472492698
fan,id_00,00000432.wav,normal,10.521979331970215,143.1800994873047,-0.035739965736866,97.28295498376578
fan,id_00,00000604.wav,normal,10.952075958251953,145.25460815429688,-0.08838465809822083,96.97653446170588
fan,id_00,00000089.wav,normal,30.716711044311523,405.1741943359375,0.03157125040888786,39.31438909866034
fan,id_00,00000558.wav,normal,9.630576133728027,130.3966522216797,-0.12917615473270416,97.83605346651922
fan,id_00,00000913.wav,normal,7.628902912139893,103.50010681152344,-0.07593020796775818,98.74089408638099
fan,id_00,00000758.wav,normal,12.140266418457031,160.55691528320312,-0.09477218240499496,95.9784889929505
fan,id_00,00000692.wav,normal,6.778861045837402,88.14850616455078,-0.07870367914438248,99.0123326350702
fan,id_00,00000104.wav,normal,9.042287826538086,120.2373046875,-0.058890461921691895,98.14634078580252
fan,id_00,00000754.wav,normal,8.646612167358398,114.14140319824219,-0.07919037342071533,98.33301585746142
fan,id_00,00000142.wav,normal,13.479498863220215,183.09500122070312,0.06859911978244781,94.5490232782803
fan,id_00,00000228.wav,normal,14.846525192260742,198.08673095703125,-0.06560936570167542,92.70288911011284
fan,id_00,00000250.wav,normal,39.503936767578125,537.56298828125,0.05580838397145271,11.003560486293356
fan,id_00,00000281.wav,normal,24.692596435546875,336.2702331542969,0.005146015901118517,64.94031912590007
fan,id_00,00000759.wav,normal,18.62803840637207,244.64096069335938,-0.03723197057843208,85.15142777346944
fan,id_00,00000025.wav,normal,12.88058090209961,174.29608154296875,-0.011905647814273834,95.23143679428792
fan,id_00,00000114.wav,normal,8.553892135620117,112.42976379394531,-0.05334296077489853,98.3743562682031
fan,id_00,00000654.wav,normal,8.117661476135254,109.75668334960938,-0.04069197550415993,98.55727098899074
fan,id_02,00000417.wav,normal,7.571866035461426,102.62361907958984,0.10662289708852768,99.0893952330786
fan,id_02,00000565.wav,normal,11.576245307922363,156.53805541992188,0.13110369443893433,97.03353709895495
fan,id_02,00000014.wav,normal,24.620454788208008,313.81512451171875,0.0896645113825798,63.18309417171264
fan,id_02,00000564.wav,normal,13.789934158325195,179.13528442382812,-0.008734451606869698,94.76906870847719
fan,id_02,00000318.wav,normal,12.672122955322266,165.1341552734375,0.09283476322889328,96.042221051719
fan,id_02,00000162.wav,normal,8.076689720153809,107.87342834472656,0.014381724409759045,98.931345677145
fan,id_02,00000726.wav,normal,9.776226997375488,129.60806274414062,0.053183142095804214,98.2113711135115
fan,id_02,00000245.wav,normal,18.761281967163086,247.2403564453125,0.046948909759521484,84.90812324327771
fan,id_02,00000818.wav,normal,7.008574485778809,95.46307373046875,0.020023677498102188,99.2412387788021
fan,id_02,00000623.wav,normal,7.354021072387695,98.6531753540039,0.044633861631155014,99.15101561491193
fan,id_02,00000645.wav,normal,13.156959533691406,179.05801391601562,0.12738734483718872,95.52490400941554
fan,id_02,00000029.wav,normal,7.771801471710205,104.66374206542969,0.09017384052276611,99.02942980163488
fan,id_02,00000124.wav,normal,14.771906852722168,185.76214599609375,0.12299366295337677,93.39986399604128
fan,id_02,00000496.wav,normal,14.366340637207031,193.6389617919922,-0.11516023427248001,93.99570717077054
fan,id_02,00000715.wav,normal,17.624713897705078,236.29983520507812,-0.13854356110095978,87.84900434353675
fan,id_02,00000972.wav,normal,8.22073745727539,106.80644226074219,0.004643481224775314,98.88207595563918
fan,id_02,00000294.wav,normal,10.203046798706055,133.5658721923828,-0.002633253810927272,97.9759990544506
fan,id_02,00000134.wav,normal,9.255226135253906,124.32261657714844,0.07991811633110046,98.46667495025169
fan,id_02,00000562.wav,normal,24.11960792541504,332.8575134277344,-0.04662131518125534,65.40152152826255
fan,id_02,00000273.wav,normal,14.689166069030762,198.51885986328125,-0.02188202366232872,93.52500379988015
fan,id_02,00000208.wav,normal,13.501681327819824,172.4254150390625,-0.07087967544794083,95.12497850569558
fan,id_02,00000052.wav,normal,10.890560150146484,146.0325927734375,-0.01782291568815708,97.54183460593376
fan,id_02,00000914.wav,normal,12.292482376098633,159.46063232421875,0.0024314874317497015,96.41241388593431
fan,id_02,00000941.wav,normal,10.535050392150879,144.9579620361328,0.12294457107782364,97.7752132411012
fan,id_02,00001011.wav,normal,9.878606796264648,127.77955627441406,-0.023209398612380028,98.15715273025947
fan,id_02,00000510.wav,normal,8.470486640930176,110.8670654296875,0.1213221624493599,98.79196342180114
fan,id_02,00001015.wav,normal,8.627087593078613,114.07369232177734,0.08966121077537537,98.73230274293505
fan,id_02,00000637.wav,normal,12.271125793457031,159.24819946289062,-0.0777689665555954,96.43236641332173
fan,id_02,00000370.wav,normal,12.084305763244629,162.001220703125,0.027006035670638084,96.60305451343905
fan,id_02,00000530.wav,normal,16.410289764404297,211.05276489257812,0.03326425328850746,90.51873278470313
fan,id_02,00000192.wav,normal,13.66248893737793,182.41348266601562,-0.08047228306531906,94.92889260608683
fan,id_02,00000055.wav,normal,13.300609588623047,169.74844360351562,-0.058345332741737366,95.36158310554944
fan,id_02,00000423.wav,normal,10.040261268615723,133.62136840820312,-0.14134517312049866,98.06869555860276
fan,id_02,00000473.wav,normal,11.641019821166992,150.3157958984375,0.07582308351993561,96.98130653692195
fan,id_02,00000555.wav,normal,16.107643127441406,217.554931640625,-0.1718597263097763,91.11110407655342
fan,id_02,00000890.wav,normal,10.226710319519043,131.34060668945312,0.06303022801876068,97.96221503324116
fan,id_02,00000673.wav,normal,7.743152141571045,105.494384765625,0.10969164967536926,99.03822883991482
fan,id_02,00000001.wav,normal,82.05960083007812,1052.858154296875,0.04901444539427757,4.4553414920890875e-09
fan,id_02,00000988.wav,normal,13.922307014465332,179.19552612304688,-0.05552330240607262,94.59885698841268
fan,id_02,00000526.wav,normal,18.470842361450195,239.77410888671875,-0.09393785148859024,85.70121524878628
fan,id_02,00000885.wav,normal,10.344585418701172,132.5609130859375,-0.05730556696653366,97.89236175855052
fan,id_02,00000413.wav,normal,9.755115509033203,134.69203186035156,-0.07857191562652588,98.2223805323103
fan,id_02,00000791.wav,normal,14.845602989196777,193.21774291992188,0.015060472302138805,93.28683304290752
fan,id_02,00000118.wav,normal,19.30061149597168,263.5138854980469,-0.06871413439512253,83.35911302109312
fan,id_02,00000331.wav,normal,12.044331550598145,162.34304809570312,0.13492555916309357,96.63869061416521
fan,id_02,00000258.wav,normal,7.525378227233887,100.06715393066406,0.01778452657163143,99.1028640957689
fan,id_02,00000322.wav,normal,21.57194709777832,278.71612548828125,0.053847912698984146,75.76383524972368
fan,id_02,00000090.wav,normal,12.437938690185547,171.54766845703125,-0.04667378216981888,96.2740762387304
fan,id_02,00000465.wav,normal,18.691574096679688,253.70953369140625,-0.002358397701755166,85.10109123875739
fan,id_02,00000037.wav,normal,5.369882106781006,68.55750274658203,0.1142946183681488,99.56390899271167
fan,id_02,00000563.wav,normal,7.924607753753662,102.18222045898438,0.15833334624767303,98.98130069061642
fan,id_02,00000778.wav,normal,8.775080680847168,112.23590087890625,0.05759073421359062,98.67359484273362
fan,id_02,00000934.wav,normal,12.61107349395752,161.200927734375,-0.0805230364203453,96.10376570600552
fan,id_02,00000410.wav,normal,11.114178657531738,146.06666564941406,-0.017599325627088547,97.38476429803404
fan,id_02,00000678.wav,normal,10.501612663269043,137.28131103515625,0.0033947834745049477,97.79616855659539
fan,id_02,00000985.wav,normal,34.66166687011719,468.69976806640625,0.01441373210400343,19.60770443173417
fan,id_02,00000507.wav,normal,9.200369834899902,117.49429321289062,0.0023208921775221825,98.49163889720487
fan,id_02,00000710.wav,normal,13.277114868164062,168.5341033935547,0.1013372391462326,95.3886177402653
fan,id_02,00000421.wav,normal,8.30917739868164,111.38127899169922,0.1353152096271515,98.85085745384212
fan,id_02,00000337.wav,normal,24.074180603027344,337.299560546875,-0.07126541435718536,65.60027828557767
fan,id_02,00000164.wav,normal,16.02499008178711,218.71018981933594,0.12328656762838364,91.26798704490461
fan,id_02,00000878.wav,normal,6.018374443054199,80.39981842041016,0.05896971374750137,99.45479828658917
fan,id_02,00000107.wav,normal,20.397451400756836,273.08636474609375,0.03728670999407768,79.9041048152184
fan,id_02,00000686.wav,normal,8.023675918579102,102.84325408935547,0.03467107564210892,98.9489963987074
fan,id_02,00000328.wav,normal,10.541601181030273,143.5127410888672,0.12876196205615997,97.77108824954348
fan,id_02,00000341.wav,normal,10.339448928833008,141.5852813720703,-0.04451162740588188,97.89544734691327
fan,id_02,00000418.wav,normal,15.218878746032715,205.053466796875,0.00037858591531403363,92.69119801492202
fan,id_02,00000356.wav,normal,7.98463773727417,108.84689331054688,0.1352468580007553,98.96183107700003
fan,id_02,00000944.wav,normal,7.768077850341797,103.77146911621094,0.0863942876458168,99.03057739601057
fan,id_02,00000961.wav,normal,11.89455509185791,156.85748291015625,-0.1440933495759964,96.76948690770475
fan,id_02,00000503.wav,normal,10.788143157958984,141.151611328125,0.14197766780853271,97.61108488463228
fan,id_02,00000833.wav,normal,14.602553367614746,194.14328002929688,-0.025060418993234634,93.65401765055135
fan,id_02,00000650.wav,normal,14.670315742492676,192.16400146484375,0.05535096302628517,93.55325428226664
fan,id_02,00000446.wav,normal,52.968536376953125,682.8388671875,-0.04412810504436493,0.12239310448450404
fan,id_02,00000599.wav,normal,9.017805099487305,121.51812744140625,0.12187611311674118,98.57222068295319
fan,id_02,00000185.wav,normal,6.184545516967773,79.76399230957031,0.020031113177537918,99.42319528225039
fan,id_02,00000284.wav,normal,7.22808837890625,97.12904357910156,0.09275990724563599,99.18494223533757
fan,id_02,00000938.wav,normal,20.45964813232422,285.44219970703125,-0.07009290903806686,79.69608733158495
fan,id_02,00000452.wav,normal,10.909322738647461,139.7786407470703,-0.03149275481700897,97.52896724029094
fan,id_02,00000667.wav,normal,11.715232849121094,154.02447509765625,-0.13376197218894958,96.92053061668936
fan,id_02,00000531.wav,normal,13.32541275024414,177.0901641845703,0.0540429949760437,95.33290497638029
fan,id_02,00000481.wav,normal,24.08672332763672,317.9459228515625,-0.061606962233781815,65.54544326835384
fan,id_02,00000179.wav,normal,5.978977203369141,79.24353790283203,0.049943409860134125,99.4620614800915
fan,id_02,00000774.wav,normal,5.0328898429870605,64.08328247070312,0.08104187250137329,99.61251953766535
fan,id_02,00000781.wav,normal,12.177170753479004,156.76829528808594,0.16880394518375397,96.51906714059722
fan,id_02,00000041.wav,normal,14.22170639038086,185.66799926757812,-0.04734031856060028,94.19770592198543
fan,id_02,00000590.wav,normal,8.229788780212402,104.125732421875,-0.015632186084985733,98.87891515511869
fan,id_02,00000275.wav,normal,9.210127830505371,120.58467864990234,-0.007188058458268642,98.48722394799812
fan,id_02,00000841.wav,normal,16.50844383239746,226.71109008789062,-0.056027624756097794,90.32050258851257
fan,id_02,00000688.wav,normal,6.395220756530762,85.39288330078125,0.06301809847354889,99.38079754236439
fan,id_02,00000783.wav,normal,9.318499565124512,120.4169921875,0.11856839060783386,98.4374406819957
fan,id_02,00000021.wav,normal,5.8213958740234375,77.06150817871094,0.07428263127803802,99.49026003870254
fan,id_02,00000601.wav,normal,10.704147338867188,136.44805908203125,0.14613930881023407,97.66664877876968
fan,id_02,00000589.wav,normal,11.640460968017578,159.89767456054688,-0.055982526391744614,96.98176040396082
fan,id_02,00000881.wav,normal,15.453039169311523,206.0726318359375,0.11712159216403961,92.29740853063252
fan,id_02,00000856.wav,normal,9.796405792236328,127.73863220214844,0.16058899462223053,98.20079377990176
fan,id_02,00000690.wav,normal,10.02244758605957,136.94448852539062,0.13035035133361816,98.0786168482868
fan,id_02,00000234.wav,normal,17.220674514770508,232.45623779296875,0.08082126826047897,88.79032473175062
fan,id_02,00000093.wav,normal,11.1168851852417,143.13905334472656,0.09961634874343872,97.38281298465847
fan,id_02,00000026.wav,normal,37.28276443481445,486.528564453125,0.03753404691815376,12.1609095984397
fan,id_02,00000256.wav,normal,12.066840171813965,165.46035766601562,-0.07031319290399551,96.61866273034583
fan,id_02,00000618.wav,normal,15.34570598602295,204.7213592529297,0.08644857257604599,92.47986846224212
fan,id_02,00000330.wav,normal,8.130622863769531,107.25281524658203,0.054532475769519806,98.91312452096506
fan,id_02,00000752.wav,normal,9.178497314453125,120.62959289550781,0.07577775418758392,98.50149478499841
fan,id_02,00000442.wav,normal,7.2930803298950195,98.33415222167969,0.09829410910606384,99.16758495348913
fan,id_02,00000910.wav,normal,19.874359130859375,261.2466125488281,-0.11309677362442017,81.6024912419691
fan,id_02,00000040.wav,normal,7.117262363433838,95.69390869140625,0.05288252979516983,99.21380759508781
fan,id_02,00000612.wav,normal,19.186044692993164,252.57745361328125,-0.1039729043841362,83.69646173765489
fan,id_02,00000082.wav,normal,22.40821075439453,295.0098876953125,-0.0738367885351181,72.55526335807234
fan,id_02,00000448.wav,normal,15.565176963806152,216.40939331054688,-0.061436526477336884,92.10320743462734
fan,id_02,00000505.wav,normal,11.6912841796875,158.46194458007812,0.13580578565597534,96.9402528563873
fan,id_02,00000552.wav,normal,14.98209285736084,191.26930236816406,-0.03864208608865738,93.07354645752406
fan,id_02,00000512.wav,normal,23.452604293823242,315.9039306640625,0.11738823354244232,68.2746310980135
fan,id_02,00000278.wav,normal,7.276040554046631,96.45651245117188,0.03118331916630268,99.17216684714178
fan,id_02,00000965.wav,normal,8.2080659866333,108.12051391601562,0.06615380942821503,98.88648792550288
fan,id_02,00000412.wav,normal,7.648530960083008,99.83946228027344,-0.14468301832675934,99.06679625549044
fan,id_02,00000716.wav,normal,12.436327934265137,162.23448181152344,0.09660948812961578,96.27563169240054
fan,id_02,00000311.wav,normal,6.340909957885742,84.97036743164062,0.050273045897483826,99.39198355493814
fan,id_02,00000705.wav,normal,15.030386924743652,196.26846313476562,0.07276687026023865,92.99684163740527
fan,id_02,00000479.wav,normal,34.208126068115234,476.1765441894531,-0.10184118896722794,21.13175182172404
fan,id_02,00000127.wav,normal,8.515801429748535,111.66526794433594,0.04164418205618858,98.77495524254579
fan,id_02,00000449.wav,normal,7.133475303649902,95.74357604980469,0.08099189400672913,99.20964179130551
